,alert_strategy,alert_description,alert_status,alert_time,strategy_category,collection_plugin,label
1578,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671943627,Others,plugin_B,Noise
1579,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671937936,Others,plugin_B,Noise
1580,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671933426,Others,plugin_B,Noise
1581,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671930012,Others,plugin_B,Noise
1582,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671928314,Others,plugin_B,Noise
1583,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1671926533,Others,plugin_B,Noise
1584,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671921097,Others,plugin_B,Noise
1585,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671918118,Others,plugin_B,Noise
1586,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916621,Others,plugin_B,Event
1587,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916627,Others,plugin_B,Event
1588,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916634,Others,plugin_B,Event
1589,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916634,Others,plugin_B,Event
1590,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916679,Others,plugin_B,Event
1591,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916679,Others,plugin_B,Event
1592,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916321,Others,plugin_B,Event
1593,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916334,Others,plugin_B,Event
1594,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916334,Others,plugin_B,Event
1595,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916334,Others,plugin_B,Event
1596,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916308,Others,plugin_B,Event
1597,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916308,Others,plugin_B,Event
1598,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916317,Others,plugin_B,Event
1599,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916317,Others,plugin_B,Event
1600,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671916317,Others,plugin_B,Event
1601,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1671916020,Others,plugin_B,Noise
1602,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1671915736,Others,plugin_B,Noise
1603,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671909434,Others,plugin_B,Noise
1604,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671907329,Others,plugin_B,Noise
1605,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671906139,Others,plugin_B,Noise
1606,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671901912,Others,plugin_B,Noise
1607,,DATE TIME data server ip list is empty,,1671897603,Others,plugin_B,Noise
1608,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671983820,Others,plugin_B,Noise
1609,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1671981106,Others,plugin_B,Noise
1610,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1671930012,Others,plugin_B,Noise
1611,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672063621,Others,plugin_B,Noise
1612,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672062117,Others,plugin_B,Noise
1613,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672058530,Others,plugin_B,Noise
1614,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672057630,Others,plugin_B,Noise
1615,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672049528,Others,plugin_B,Noise
1616,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672045911,Others,plugin_B,Noise
1617,,"[payment_log_internal_server@IP:xx]: exited, restart success",,1672042864,Others,plugin_B,Noise
1618,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672042311,Others,plugin_B,Noise
1619,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041227,Others,plugin_B,Event
1620,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041227,Others,plugin_B,Event
1621,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041228,Others,plugin_B,Event
1622,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041228,Others,plugin_B,Event
1623,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041229,Others,plugin_B,Event
1624,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041229,Others,plugin_B,Event
1625,,[appstore_server@IP]: rate controller AppstoreInternalWrite has overloaded at DATE TIME,,1672041232,Others,plugin_B,Event
1626,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672041104,Others,plugin_B,Noise
1627,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672039630,Others,plugin_B,Noise
1628,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1672036716,Others,plugin_B,Noise
1629,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1672030914,Others,plugin_B,Noise
1630,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1672027016,Others,plugin_B,Noise
1631,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672026134,Others,plugin_B,Noise
1632,,Agent has not reported data for xx minutes,,1672022149,Others,plugin_B,Noise
1633,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672020424,Others,plugin_B,Noise
1634,,"[dedicated_game_server_manage@IP]: exited, restart failed",,1672019043,Others,plugin_B,Noise
1635,,"[dedicated_game_server_manage@IP]: exited, restart failed",,1672019043,Others,plugin_B,Noise
1636,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672018928,Others,plugin_B,Noise
1637,,System restart warning,,1672018525,Others,plugin_B,Noise
1638,,"WeGame single game sub machine module: rail_dedicated_game_server fault Time: DATE TIME Host machine: IP Fault: Agent reported timeout fault has been recovered, the container has also been recovered, please check",,1672016892,Others,plugin_B,Noise
1639,,Ping IP unreachable,,1672016468,Others,plugin_B,Noise
1640,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1672016405,Others,plugin_B,Noise
1641,,"WeGame_Formal
abnormal progress list:
payment_2_midas_check
refund_2_midas_middle_check
unhandled abnormal table list(name,type,num):
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_midas) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_payment_log xx(to_activate) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_midas) xx
abnormal_middle_refund_log xx(to_activate) xx
abnormal_original_activate_log xx(to_cdkey) xx
abnormal_original_payment_log xx(self) xx
abnormal_original_refund_log xx(to_activate) xx",,1672016413,Others,plugin_B,Noise
1642,,Agent has not reported data for xx minutes,,1672016387,Others,plugin_B,Noise
1643,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672013510,Others,plugin_B,Noise
1644,,[RailFormalEnv]: PATH {service}: physical memory size error.,,1672012930,Others,plugin_B,Noise
1645,,"Stand-alone performance is abnormal: the current value of application memory usage[%] is xx, which is greater than xx",,1672011135,Others,plugin_B,Noise
1646,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672009630,Others,plugin_B,Noise
1647,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1672009006,Others,plugin_B,Noise
1648,,"Stand-alone performance is abnormal: the current value of intranet outbound traffic[Mbps] is xx, which is greater than xx",,1672003906,Others,plugin_B,Noise
1649,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672003031,Others,plugin_B,Event
1650,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672003031,Others,plugin_B,Event
1651,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672003031,Others,plugin_B,Event
1652,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672003042,Others,plugin_B,Event
1653,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672003042,Others,plugin_B,Event
1654,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002726,Others,plugin_B,Event
1655,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002754,Others,plugin_B,Event
1656,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002754,Others,plugin_B,Event
1657,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002711,Others,plugin_B,Event
1658,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002712,Others,plugin_B,Event
1659,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002712,Others,plugin_B,Event
1660,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002719,Others,plugin_B,Event
1661,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002719,Others,plugin_B,Event
1662,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002719,Others,plugin_B,Event
1663,,"Stand-alone performance is abnormal: the current value of cpu usage[xxm] is xx, which is greater than xx",,1672002719,Others,plugin_B,Event
1664,,Agent has not reported data for xx minutes,,1671994452,Others,plugin_B,Noise
